Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months
LUM-1901,31,Female,Dubai,79400.0,3141.53,184.8,17,Fragrance,0.43,104,37
LUM-1902,36,Female,Dubai,71300.0,3085.28,205.69,15,Bath & Body,0.16,6,19
LUM-1903,50,Non-Binary,London,37300.0,1601.99,267.0,6,Skincare,0.45,1,25
LUM-1904,38,Female,Paris,109500.0,4441.78,211.51,21,Makeup,0.32,1,10
LUM-1905,36,Female,New York,76500.0,2836.07,218.16,13,Makeup,0.08,30,4
LUM-1906,21,Female,Los Angeles,85500.0,3717.58,185.88,20,Haircare,0.08,2,33
LUM-1907,44,Female,London,64800.0,2513.09,251.31,10,Skincare,0.07,111,59
LUM-1908,43,Female,Paris,101600.0,4297.77,186.86,23,Fragrance,0.3,5,54
LUM-1909,59,Female,Los Angeles,92000.0,3591.77,224.49,16,Bath & Body,0.19,12,59
LUM-1910,32,Female,Dubai,127400.0,4721.98,236.1,20,Fragrance,0.14,60,34
LUM-1911,38,Female,Paris,101800.0,4546.9,239.31,19,Makeup,0.2,8,31
LUM-1912,38,Non-Binary,Paris,77900.0,3279.58,142.59,23,Fragrance,0.31,9,5
LUM-1913,53,Male,Milan,59100.0,2471.85,95.07,26,Makeup,0.28,35,10
LUM-1914,34,Female,Paris,115300.0,4762.95,108.25,44,Makeup,0.26,11,4
LUM-1915,39,Female,New York,75100.0,2726.5,90.88,30,Makeup,0.44,8,33
LUM-1916,42,Female,Paris,79000.0,3597.06,97.22,37,Makeup,0.58,10,53
LUM-1917,38,Female,New York,79000.0,3223.17,111.14,29,Makeup,0.46,23,51
LUM-1918,31,Female,Dubai,70900.0,3161.74,137.47,23,Haircare,0.21,118,39
LUM-1919,38,Female,New York,79600.0,2821.64,176.35,16,Fragrance,0.16,62,22
LUM-1920,47,Female,Los Angeles,152400.0,5719.27,204.26,28,Haircare,0.04,11,31
LUM-1921,24,Female,Dubai,48300.0,2191.87,115.36,19,Haircare,0.37,15,19
LUM-1922,37,Female,Dubai,56500.0,2786.59,199.04,14,Skincare,0.08,21,12
LUM-1923,28,Non-Binary,New York,133500.0,5376.62,199.13,27,Skincare,0.63,135,43
LUM-1924,49,Male,London,71900.0,2898.76,170.52,17,Skincare,0.21,6,24
LUM-1925,19,Male,Tokyo,69200.0,3017.38,232.11,13,Bath & Body,0.47,15,8
LUM-1926,29,Female,Paris,121200.0,5118.97,106.65,48,Skincare,0.19,45,45
LUM-1927,40,Male,Milan,35300.0,1675.5,111.7,15,Fragrance,0.57,116,36
LUM-1928,53,Female,Tokyo,113800.0,4390.34,151.39,29,Haircare,0.05,5,33
LUM-1929,35,Male,Paris,86600.0,2964.09,102.21,29,Fragrance,0.2,9,57
LUM-1930,29,Female,Paris,101300.0,3961.78,180.08,22,Skincare,0.64,8,14
LUM-1931,56,Male,Dubai,100600.0,3499.11,145.8,24,Bath & Body,0.2,1,14
LUM-1932,20,Female,Paris,63000.0,2670.7,127.18,21,Bath & Body,0.52,32,18
LUM-1933,18,Male,Milan,121800.0,5059.44,109.99,46,Haircare,0.06,38,27
LUM-1934,40,Male,Paris,65700.0,2163.61,135.23,16,Fragrance,0.22,32,24
LUM-1935,30,Female,New York,99300.0,4345.76,181.07,24,Makeup,0.45,2,29
LUM-1936,24,Female,Tokyo,128300.0,4891.43,181.16,27,Fragrance,0.25,2,26
LUM-1937,43,Non-Binary,New York,133300.0,5157.35,107.44,48,Skincare,0.2,8,14
LUM-1938,38,Female,Milan,75700.0,2998.77,99.96,30,Makeup,0.41,12,55
LUM-1939,29,Male,Paris,101200.0,3528.03,84.0,42,Bath & Body,0.17,54,20
LUM-1940,21,Female,Los Angeles,72400.0,2799.1,82.33,34,Haircare,0.17,6,47
LUM-1941,45,Female,Milan,172600.0,6795.741250000001,231.3,31,Haircare,0.2,1,49
LUM-1942,43,Female,Dubai,112300.0,4101.69,87.27,47,Bath & Body,0.07,17,18
LUM-1943,34,Female,New York,87900.0,3099.94,206.66,15,Skincare,0.16,18,6
LUM-1944,56,Male,New York,95900.0,3898.89,229.35,17,Bath & Body,0.22,20,14
LUM-1945,24,Female,London,99200.0,3946.27,96.25,41,Skincare,0.28,61,51
LUM-1946,19,Female,Paris,100300.0,3913.5,156.54,25,Makeup,0.3,3,35
LUM-1947,28,Female,Dubai,76600.0,3185.33,245.03,13,Bath & Body,0.17,42,24
LUM-1948,35,Female,Los Angeles,71200.0,3185.26,227.52,14,Skincare,0.16,14,20
LUM-1949,38,Male,New York,79700.0,3113.35,163.86,19,Makeup,0.4,12,56
LUM-1950,33,Non-Binary,New York,45100.0,2136.82,213.68,10,Bath & Body,0.25,94,50
LUM-1951,39,Female,Dubai,110100.0,4660.66,221.94,21,Haircare,0.13,9,35
LUM-1952,22,Male,Milan,56900.0,2192.91,137.06,16,Bath & Body,0.14,36,29
LUM-1953,51,Male,Milan,47900.0,1479.85,246.64,6,Fragrance,0.56,11,44
LUM-1954,35,Female,Paris,84500.0,3658.74,159.08,23,Bath & Body,0.26,24,21
LUM-1955,48,Non-Binary,London,80400.0,4064.89,169.37,24,Fragrance,0.05,54,50
LUM-1956,39,Female,New York,93700.0,3777.29,251.82,15,Makeup,0.15,74,16
LUM-1957,41,Female,London,65100.0,2839.08,218.39,13,Bath & Body,0.31,63,27
LUM-1958,42,Male,Milan,71300.0,2906.76,138.42,21,Makeup,0.24,30,36
LUM-1959,40,Female,Milan,109200.0,4798.42,99.97,48,Makeup,0.22,10,26
LUM-1960,43,Male,Tokyo,107100.0,4225.17,183.7,23,Skincare,0.64,37,40
LUM-1961,50,Male,Los Angeles,105600.0,4140.03,197.14,21,Makeup,0.53,43,56
LUM-1962,38,Female,Paris,86200.0,3790.26,189.51,20,Makeup,0.48,1,25
LUM-1963,43,Male,Tokyo,90900.0,3536.22,252.59,14,Bath & Body,0.27,20,7
LUM-1964,35,Female,Los Angeles,93100.0,3373.09,224.87,15,Bath & Body,0.23,64,46
LUM-1965,51,Female,Tokyo,62000.0,2934.69,154.46,19,Haircare,0.06,23,38
LUM-1966,28,Female,Tokyo,136600.0,5103.54,106.32,48,Skincare,0.01,13,56
LUM-1967,55,Male,Paris,131600.0,4813.36,160.45,30,Makeup,0.17,71,26
LUM-1968,35,Female,Paris,112800.0,5078.01,195.31,26,Skincare,0.37,5,38
LUM-1969,20,Female,Dubai,70100.0,2899.92,181.24,16,Fragrance,0.22,8,7
LUM-1970,37,Female,London,103900.0,4284.77,171.39,25,Makeup,0.15,40,41
LUM-1971,28,Male,London,119200.0,4680.86,161.41,29,Skincare,0.54,15,8
LUM-1972,45,Female,Dubai,42200.0,1711.1,131.62,13,Haircare,0.25,43,47
LUM-1973,28,Female,Dubai,144300.0,5757.33,127.94,45,Haircare,0.41,6,38
LUM-1974,31,Female,Milan,24100.0,1437.87,159.76,9,Makeup,0.09,10,47
LUM-1975,18,Female,Los Angeles,109700.0,4141.69,106.2,39,Fragrance,0.08,5,6
LUM-1976,31,Male,Tokyo,135900.0,5386.46,138.11,39,Haircare,0.19,106,12
LUM-1977,18,Female,Dubai,81000.0,3180.71,132.53,24,Haircare,0.36,18,54
LUM-1978,18,Female,New York,79700.0,2958.15,184.88,16,Fragrance,0.21,14,3
LUM-1979,44,Non-Binary,London,108400.0,3932.3,91.45,43,Skincare,0.31,1,23
LUM-1980,44,Female,Dubai,149800.0,5824.02,224.0,26,Haircare,0.5,5,42
LUM-1981,40,Non-Binary,New York,75200.0,3017.18,177.48,17,Bath & Body,0.27,19,41
LUM-1982,25,Female,New York,57700.0,2970.01,198.0,15,Haircare,0.62,2,39
LUM-1983,35,Male,New York,70200.0,2944.11,196.27,15,Skincare,0.12,25,5
LUM-1984,35,Female,Milan,30700.0,1338.94,133.89,10,Skincare,0.14,21,49
LUM-1985,23,Female,Milan,116400.0,4621.35,159.36,29,Makeup,0.3,51,33
LUM-1986,52,Male,New York,67000.0,2456.72,245.67,10,Bath & Body,0.47,37,29
LUM-1987,45,Male,Los Angeles,77700.0,3194.26,212.95,15,Skincare,0.54,20,19
LUM-1988,33,Male,Milan,116800.0,4683.75,246.51,19,Fragrance,0.17,8,25
LUM-1989,36,Female,Tokyo,71800.0,3071.7,204.78,15,Bath & Body,0.49,45,15
LUM-1990,38,Male,New York,111600.0,4796.84,109.02,44,Bath & Body,0.13,43,49
LUM-1991,18,Male,Tokyo,48700.0,2983.76,90.42,33,Fragrance,0.61,5,29
LUM-1992,33,Female,Tokyo,118600.0,4852.42,179.72,27,Haircare,0.08,86,53
LUM-1993,28,Male,New York,97000.0,4248.64,141.62,30,Fragrance,0.53,2,22
LUM-1994,24,Male,London,81900.0,4129.54,125.14,33,Fragrance,0.23,1,48
LUM-1995,32,Female,Los Angeles,89600.0,3334.13,222.28,15,Haircare,0.41,7,55
LUM-1996,55,Female,New York,40000.0,1939.19,138.51,14,Haircare,0.06,84,15
LUM-1997,43,Female,New York,88800.0,3464.6,133.25,26,Haircare,0.23,25,46
LUM-1998,29,Female,Milan,80000.0,3552.8,222.05,16,Haircare,0.36,54,26
LUM-1999,42,Female,New York,40900.0,2012.99,223.67,9,Haircare,0.4,9,57
LUM-2000,51,Female,London,61500.0,2406.97,141.59,17,Fragrance,0.14,23,43
LUM-2001,46,Female,Milan,80500.0,3320.78,221.39,15,Makeup,0.11,15,5
LUM-2002,36,Female,Paris,63700.0,3043.58,217.4,14,Makeup,0.09,61,45
LUM-2003,28,Female,Paris,22000.0,878.88,146.48,6,Skincare,0.09,1,12
LUM-2004,43,Male,Tokyo,122700.0,4555.3,94.9,48,Makeup,0.05,9,3
LUM-2005,40,Male,Los Angeles,80000.0,3015.82,79.36,38,Makeup,0.35,5,51
LUM-2006,45,Female,Tokyo,22000.0,1367.92,170.99,8,Fragrance,0.28,68,15
LUM-2007,42,Non-Binary,London,159700.0,6461.65,137.48,47,Haircare,0.22,22,16
LUM-2008,47,Female,Dubai,128400.0,4391.08,243.95,18,Haircare,0.1,18,35
LUM-2009,30,Female,Los Angeles,72800.0,3076.32,205.09,15,Fragrance,0.49,20,4
LUM-2010,50,Female,Paris,55500.0,2165.23,216.52,10,Makeup,0.25,125,4
LUM-2011,38,Female,Tokyo,99100.0,4270.12,237.23,18,Fragrance,0.34,66,41
LUM-2012,58,Male,Paris,92100.0,3652.41,228.28,16,Skincare,0.26,42,43
LUM-2013,28,Female,London,104000.0,4179.2,134.81,31,Haircare,0.31,12,58
LUM-2014,55,Female,London,55600.0,2445.6,106.33,23,Bath & Body,0.15,6,33
LUM-2015,38,Female,Dubai,123400.0,5156.27,206.25,25,Skincare,0.22,89,6
LUM-2016,28,Female,Dubai,68400.0,3508.59,146.19,24,Skincare,0.39,19,36
LUM-2017,30,Female,Milan,108800.0,3967.6,158.7,25,Fragrance,0.23,11,21
LUM-2018,32,Female,Los Angeles,57100.0,2212.73,184.39,12,Makeup,0.29,22,39
LUM-2019,40,Female,London,177700.0,6795.741250000001,235.03,29,Haircare,0.28,87,11
LUM-2020,41,Male,Tokyo,109300.0,4080.58,151.13,27,Bath & Body,0.08,17,26
LUM-2021,29,Male,Paris,178362.5,6795.741250000001,214.31,34,Skincare,0.14,28,15
LUM-2022,35,Female,New York,114000.0,4818.24,126.8,38,Bath & Body,0.31,56,46
LUM-2023,59,Male,Dubai,65300.0,2621.53,201.66,13,Makeup,0.03,19,32
LUM-2024,55,Female,New York,114000.0,4260.94,88.77,48,Makeup,0.39,9,21
LUM-2025,40,Female,Tokyo,116500.0,4495.07,224.75,20,Bath & Body,0.45,180,43
LUM-2026,36,Female,Dubai,98100.0,3964.71,84.36,47,Haircare,0.63,109,12
LUM-2027,37,Female,New York,107100.0,4342.95,197.41,22,Makeup,0.47,64,53
LUM-2028,42,Non-Binary,Los Angeles,111700.0,3733.65,88.9,42,Bath & Body,0.02,40,44
LUM-2029,24,Female,Tokyo,50200.0,1966.76,122.92,16,Skincare,0.23,12,46
LUM-2030,33,Female,Paris,47700.0,2048.27,170.69,12,Bath & Body,0.28,85,16
LUM-2031,18,Female,Los Angeles,57200.0,2262.9,150.86,15,Bath & Body,0.33,11,42
LUM-2032,40,Female,Tokyo,89500.0,2773.09,110.92,25,Fragrance,0.11,56,50
LUM-2033,43,Male,Milan,77200.0,2635.49,138.71,19,Makeup,0.34,87,51
LUM-2034,30,Female,Dubai,50900.0,1889.89,209.99,9,Haircare,0.07,32,22
LUM-2035,53,Female,London,112100.0,4388.91,190.82,23,Haircare,0.25,56,6
LUM-2036,22,Female,Paris,94900.0,3690.64,92.27,40,Fragrance,0.05,54,40
LUM-2037,19,Female,Los Angeles,90900.0,3492.03,205.41,17,Haircare,0.23,7,46
LUM-2038,38,Female,Los Angeles,76000.0,3398.95,89.45,38,Bath & Body,0.15,38,52
LUM-2039,47,Female,New York,71800.0,3251.84,171.15,19,Fragrance,0.16,3,41
LUM-2040,54,Female,Dubai,55600.0,2490.98,124.55,20,Skincare,0.32,24,7
LUM-2041,30,Female,London,117700.0,4655.54,179.06,26,Makeup,0.62,6,44
LUM-2042,47,Male,Tokyo,60400.0,2357.0,124.05,19,Makeup,0.27,18,34
LUM-2043,35,Male,London,92300.0,3509.4,250.67,14,Makeup,0.06,62,8
LUM-2044,34,Female,Dubai,143200.0,4999.71,131.57,38,Bath & Body,0.23,152,16
LUM-2045,45,Female,Dubai,73400.0,2993.77,119.75,25,Skincare,0.19,13,8
LUM-2046,43,Female,Milan,118600.0,4886.72,128.6,38,Fragrance,0.15,26,16
LUM-2047,18,Male,Milan,104900.0,4577.8,228.89,20,Fragrance,0.17,25,14
LUM-2048,52,Female,London,95900.0,3783.07,189.15,20,Makeup,0.15,108,29
LUM-2049,51,Female,Tokyo,100100.0,4151.0,207.55,20,Skincare,0.47,22,56
LUM-2050,29,Female,London,81700.0,2502.7,227.52,11,Skincare,0.27,42,28
LUM-2051,40,Female,Dubai,86200.0,3387.12,241.94,14,Skincare,0.09,89,14
LUM-2052,41,Female,Dubai,65800.0,2666.09,205.08,13,Haircare,0.51,16,10
LUM-2053,38,Female,New York,86500.0,3974.85,113.57,35,Haircare,0.23,81,12
LUM-2054,29,Male,Milan,64500.0,2875.38,221.18,13,Makeup,0.68,87,18
LUM-2055,28,Female,New York,120200.0,4855.28,115.6,42,Skincare,0.88,93,54
LUM-2056,35,Female,Paris,25500.0,1525.2,217.89,7,Skincare,0.2,11,28
LUM-2057,48,Female,Dubai,101800.0,4076.63,194.13,21,Fragrance,0.22,17,10
LUM-2058,41,Female,New York,96800.0,4347.71,207.03,21,Fragrance,0.21,71,43
LUM-2059,31,Female,London,93600.0,3084.42,171.36,18,Makeup,0.19,15,47
LUM-2060,44,Female,Milan,120900.0,4775.36,191.01,25,Skincare,0.2,32,31
LUM-2061,18,Female,Milan,75000.0,3463.94,247.42,14,Makeup,0.26,4,22
LUM-2062,48,Male,Tokyo,93900.0,3219.08,97.55,33,Fragrance,0.3,2,19
LUM-2063,18,Female,London,24900.0,1622.88,135.24,12,Fragrance,0.12,18,21
LUM-2064,32,Female,Tokyo,70500.0,2739.15,182.61,15,Haircare,0.06,30,19
LUM-2065,23,Male,New York,115000.0,4557.94,239.89,19,Makeup,0.07,17,41
LUM-2066,21,Female,Los Angeles,38100.0,1599.39,94.08,17,Makeup,0.19,30,3
LUM-2067,48,Female,Paris,90600.0,3958.75,84.23,47,Skincare,0.17,25,54
LUM-2068,30,Female,London,61300.0,2558.99,88.24,29,Skincare,0.3,40,31
LUM-2069,39,Female,London,81100.0,3592.24,89.81,40,Haircare,0.06,36,16
LUM-2070,35,Male,London,63400.0,2849.6,237.47,12,Bath & Body,0.38,19,19
LUM-2071,41,Female,Tokyo,41300.0,1707.36,213.42,8,Bath & Body,0.23,19,15
LUM-2072,36,Male,New York,98500.0,4098.06,195.15,21,Bath & Body,0.18,5,31
LUM-2073,21,Male,London,83300.0,3216.43,169.29,19,Makeup,0.07,25,36
LUM-2074,46,Female,Los Angeles,106400.0,4243.24,212.16,20,Makeup,0.4,30,29
LUM-2075,30,Male,London,112800.0,4356.02,106.24,41,Fragrance,0.03,22,48
LUM-2076,18,Female,Milan,127900.0,5246.47,145.74,36,Makeup,0.18,13,35
LUM-2077,31,Non-Binary,Paris,89700.0,3801.6,165.29,23,Makeup,0.15,44,31
LUM-2078,52,Female,Milan,129400.0,5019.78,104.58,48,Makeup,0.33,2,39
LUM-2079,45,Female,Milan,50800.0,2072.29,148.02,14,Haircare,0.62,86,41
LUM-2080,32,Female,Paris,116800.0,4207.3,135.72,31,Makeup,0.48,1,21
LUM-2081,32,Female,Los Angeles,101100.0,4079.2,86.79,47,Skincare,0.25,114,48
LUM-2082,32,Female,New York,93200.0,3572.31,102.07,35,Skincare,0.05,21,26
LUM-2083,58,Female,Milan,100600.0,3457.6,216.1,16,Fragrance,0.46,18,16
LUM-2084,40,Female,New York,51400.0,1899.99,82.61,23,Haircare,0.09,10,49
LUM-2085,40,Female,Milan,43100.0,2496.26,249.63,10,Skincare,0.41,1,39
LUM-2086,47,Female,Dubai,144800.0,5370.01,111.88,48,Haircare,0.4,11,7
LUM-2087,38,Female,Paris,79100.0,3593.15,211.36,17,Haircare,0.32,4,55
LUM-2088,33,Non-Binary,Milan,78600.0,3144.01,224.57,14,Fragrance,0.15,37,26
LUM-2089,33,Male,Dubai,46400.0,2495.87,249.59,10,Haircare,0.18,13,36
LUM-2090,35,Non-Binary,Tokyo,33100.0,2008.65,223.18,9,Makeup,0.46,51,52
LUM-2091,35,Female,Dubai,81900.0,3118.79,129.95,24,Haircare,0.15,8,33
LUM-2092,44,Female,London,73000.0,2458.61,136.59,18,Fragrance,0.17,80,32
LUM-2093,36,Female,Milan,85100.0,2907.5,153.03,19,Fragrance,0.07,25,58
LUM-2094,44,Male,Dubai,88100.0,3340.9,104.4,32,Fragrance,0.38,4,11
LUM-2095,35,Female,New York,172100.0,6795.741250000001,147.72,48,Skincare,0.25,17,29
LUM-2096,36,Female,Tokyo,73100.0,2935.33,225.79,13,Makeup,0.62,8,30
LUM-2097,18,Female,Los Angeles,140300.0,5454.07,175.94,31,Skincare,0.5,7,44
LUM-2098,46,Non-Binary,Milan,142500.0,5878.5,183.7,32,Bath & Body,0.08,24,28
LUM-2099,39,Female,London,111400.0,4432.1,233.27,19,Makeup,0.09,39,20
LUM-2100,46,Female,Los Angeles,76800.0,3210.77,188.87,17,Haircare,0.32,84,38
LUM-2101,18,Female,Dubai,37300.0,1992.3,199.23,10,Fragrance,0.18,24,10
LUM-2102,58,Female,Los Angeles,101700.0,4146.19,218.22,19,Bath & Body,0.52,118,20
LUM-2103,34,Female,Los Angeles,120700.0,4694.66,99.89,47,Makeup,0.22,99,22
LUM-2104,48,Female,Tokyo,146200.0,5400.57,142.12,38,Skincare,0.14,70,34
LUM-2105,24,Female,Los Angeles,51800.0,2336.55,233.66,10,Fragrance,0.04,24,31
LUM-2106,42,Male,Los Angeles,76500.0,3505.82,233.72,15,Skincare,0.21,5,51
LUM-2107,24,Female,Milan,52000.0,2854.6,237.88,12,Makeup,0.19,8,50
LUM-2108,29,Male,Tokyo,62800.0,2785.68,154.76,18,Makeup,0.34,36,20
LUM-2109,57,Male,London,108300.0,4517.05,225.85,20,Bath & Body,0.26,19,9
LUM-2110,33,Female,Dubai,61200.0,2722.92,87.84,31,Haircare,0.18,5,3
LUM-2111,38,Female,Tokyo,56200.0,2440.8,106.12,23,Skincare,0.23,22,30
LUM-2112,45,Female,Tokyo,112900.0,4605.78,148.57,31,Bath & Body,0.55,1,35
LUM-2113,41,Male,Paris,100800.0,4384.8,162.4,27,Fragrance,0.35,46,52
LUM-2114,37,Female,Tokyo,97300.0,3639.59,125.5,29,Haircare,0.53,2,6
LUM-2115,40,Female,Paris,62100.0,2238.08,139.88,16,Bath & Body,0.25,34,57
LUM-2116,62,Female,Dubai,130300.0,4900.6,106.53,46,Skincare,0.53,55,22
LUM-2117,35,Female,Los Angeles,85500.0,3556.0,161.64,22,Makeup,0.22,4,55
LUM-2118,38,Female,Milan,168300.0,6651.46,214.56,31,Fragrance,0.18,25,54
LUM-2119,47,Female,Milan,90600.0,3374.15,187.45,18,Skincare,0.07,52,38
LUM-2120,48,Male,Dubai,22000.0,523.43,104.69,5,Haircare,0.32,10,59
LUM-2121,49,Female,Dubai,22000.0,1117.17,159.6,7,Haircare,0.05,6,33
LUM-2122,43,Female,New York,106800.0,4179.83,199.04,21,Makeup,0.62,14,40
LUM-2123,23,Female,Los Angeles,130500.0,4718.82,168.53,28,Makeup,0.17,28,30
LUM-2124,53,Female,Dubai,57600.0,2289.17,143.07,16,Fragrance,0.5,29,5
LUM-2125,23,Female,Tokyo,158500.0,6307.69,185.52,34,Fragrance,0.1,4,8
LUM-2126,39,Male,Milan,143200.0,5535.44,240.67,23,Makeup,0.36,21,47
LUM-2127,27,Female,London,92400.0,3837.69,95.94,40,Makeup,0.3,10,25
LUM-2128,35,Female,Milan,103900.0,4029.8,143.92,28,Haircare,0.37,64,9
LUM-2129,39,Female,Paris,116300.0,4344.27,149.8,29,Makeup,0.41,13,58
LUM-2130,39,Female,Milan,151100.0,5679.63,177.49,32,Bath & Body,0.43,63,38
LUM-2131,40,Female,New York,108900.0,4461.16,106.22,42,Skincare,0.21,19,3
LUM-2132,53,Female,Los Angeles,91600.0,3258.6,108.62,30,Makeup,0.08,45,8
LUM-2133,40,Male,Dubai,108500.0,4792.55,129.53,37,Fragrance,0.18,24,26
LUM-2134,33,Female,Los Angeles,103800.0,4305.46,239.19,18,Bath & Body,0.55,34,39
LUM-2135,46,Female,Dubai,117400.0,4448.24,202.19,22,Fragrance,0.3,17,47
LUM-2136,49,Female,Milan,30000.0,1794.02,199.34,9,Bath & Body,0.34,51,53
LUM-2137,22,Female,London,96100.0,4230.2,222.64,19,Makeup,0.08,19,38
LUM-2138,42,Female,London,101100.0,3939.4,101.01,39,Skincare,0.38,21,26
LUM-2139,43,Female,New York,82500.0,3322.52,221.5,15,Fragrance,0.08,25,40
LUM-2140,32,Female,Paris,112400.0,4882.04,180.82,27,Bath & Body,0.35,62,47
LUM-2141,51,Female,Milan,152200.0,6462.69,137.5,47,Haircare,0.25,37,31
LUM-2142,34,Female,Dubai,89800.0,3651.83,214.81,17,Makeup,0.47,15,39
LUM-2143,37,Female,Milan,109200.0,3974.54,220.81,18,Skincare,0.37,38,47
LUM-2144,34,Female,New York,141200.0,5300.82,220.87,24,Makeup,0.17,35,34
LUM-2145,36,Female,Tokyo,90700.0,3984.4,99.61,40,Haircare,0.3,93,27
LUM-2146,23,Non-Binary,Tokyo,53900.0,2077.44,259.68,8,Skincare,0.67,64,12
LUM-2147,20,Female,New York,106600.0,4168.52,245.21,17,Haircare,0.29,36,37
LUM-2148,53,Female,Dubai,22000.0,1357.78,135.78,10,Makeup,0.59,14,57
LUM-2149,26,Female,Los Angeles,22000.0,993.19,90.29,11,Bath & Body,0.14,52,27
LUM-2150,25,Male,New York,96700.0,4213.43,108.04,39,Makeup,0.21,29,29
LUM-2151,18,Male,Dubai,22000.0,1478.19,246.36,6,Makeup,0.11,147,47
LUM-2152,28,Female,London,39000.0,2467.86,176.28,14,Makeup,0.04,9,34
LUM-2153,21,Non-Binary,New York,71700.0,3243.94,141.04,23,Fragrance,0.11,2,14
LUM-2154,54,Female,Dubai,59800.0,2304.73,128.04,18,Haircare,0.27,2,6
LUM-2155,47,Female,New York,79800.0,3452.11,123.29,28,Haircare,0.13,35,44
LUM-2156,28,Male,New York,124000.0,5136.41,190.24,27,Haircare,0.11,98,28
LUM-2157,60,Male,Los Angeles,93300.0,4077.34,151.01,27,Fragrance,0.16,1,5
LUM-2158,46,Female,Los Angeles,55600.0,2212.95,245.88,9,Bath & Body,0.33,45,19
LUM-2159,32,Female,Dubai,132400.0,4865.1,194.6,25,Makeup,0.28,37,11
LUM-2160,18,Female,Dubai,35000.0,1383.11,230.52,6,Bath & Body,0.34,46,31
LUM-2161,61,Female,Paris,92800.0,4229.42,128.16,33,Fragrance,0.32,15,3
LUM-2162,20,Male,New York,31100.0,1775.36,93.44,19,Haircare,0.15,60,20
LUM-2163,18,Female,Tokyo,93800.0,3536.63,160.76,22,Makeup,0.63,1,43
LUM-2164,47,Female,New York,73800.0,3121.16,135.7,23,Skincare,0.35,49,55
LUM-2165,62,Female,New York,122900.0,4764.39,113.44,42,Skincare,0.36,10,22
LUM-2166,51,Female,Dubai,110200.0,4065.23,239.13,17,Bath & Body,0.29,22,59
LUM-2167,42,Female,New York,64500.0,2768.36,153.8,18,Haircare,0.06,60,43
LUM-2168,42,Female,Milan,57700.0,2576.71,112.03,23,Skincare,0.09,11,36
LUM-2169,45,Non-Binary,New York,74000.0,3669.38,114.67,32,Bath & Body,0.07,7,53
LUM-2170,44,Male,Milan,150600.0,5574.29,126.69,44,Fragrance,0.37,40,30
LUM-2171,39,Female,Los Angeles,141700.0,4946.68,247.33,20,Bath & Body,0.16,26,50
LUM-2172,37,Male,Tokyo,51100.0,1973.81,123.36,16,Bath & Body,0.48,25,37
LUM-2173,35,Male,Dubai,113000.0,4187.21,135.07,31,Bath & Body,0.27,10,18
LUM-2174,27,Male,New York,24400.0,1225.92,204.32,6,Makeup,0.09,1,23
LUM-2175,32,Female,Milan,69300.0,2611.55,130.58,20,Bath & Body,0.19,18,15
LUM-2176,18,Female,Milan,52500.0,2584.14,117.46,22,Bath & Body,0.29,3,37
LUM-2177,34,Female,Los Angeles,122400.0,4449.19,105.93,42,Makeup,0.04,82,44
LUM-2178,25,Female,Milan,39800.0,1899.01,135.64,14,Makeup,0.21,1,56
LUM-2179,23,Female,London,100000.0,4600.06,97.87,47,Fragrance,0.28,19,34
LUM-2180,37,Female,Paris,85000.0,3641.07,82.75,44,Haircare,0.45,1,52
LUM-2181,51,Female,Tokyo,78900.0,3396.73,212.3,16,Skincare,0.41,3,40
LUM-2182,46,Male,Los Angeles,143500.0,6079.69,126.66,48,Skincare,0.24,37,8
LUM-2183,18,Female,Los Angeles,146600.0,6004.69,214.45,28,Bath & Body,0.24,36,52
LUM-2184,25,Female,New York,79900.0,3466.04,216.63,16,Fragrance,0.34,1,40
LUM-2185,46,Non-Binary,London,72900.0,2958.28,174.02,17,Bath & Body,0.3,1,40
LUM-2186,25,Male,New York,32300.0,1623.69,135.31,12,Skincare,0.44,2,56
LUM-2187,33,Male,New York,84900.0,3450.11,104.55,33,Makeup,0.48,50,15
LUM-2188,42,Non-Binary,Dubai,153400.0,5748.57,205.31,28,Haircare,0.53,30,48
LUM-2189,25,Female,Dubai,80500.0,3381.11,177.95,19,Fragrance,0.56,1,55
LUM-2190,37,Non-Binary,Dubai,110500.0,4472.72,194.47,23,Makeup,0.53,23,41
LUM-2191,21,Female,London,36100.0,1390.11,81.77,17,Haircare,0.48,43,15
LUM-2192,29,Female,New York,69800.0,3432.61,245.19,14,Fragrance,0.13,71,49
LUM-2193,39,Female,Paris,101200.0,4164.94,90.54,46,Fragrance,0.26,95,14
LUM-2194,18,Female,Tokyo,88700.0,3525.67,141.03,25,Skincare,0.29,13,55
LUM-2195,40,Female,Dubai,113900.0,4552.85,146.87,31,Makeup,0.25,5,35
LUM-2196,35,Female,Dubai,63900.0,3015.61,79.36,38,Fragrance,0.33,9,30
LUM-2197,42,Male,Los Angeles,23800.0,892.99,178.6,5,Fragrance,0.09,52,59
LUM-2198,38,Female,New York,124300.0,4818.98,209.52,23,Haircare,0.36,124,5
LUM-2199,51,Female,New York,52200.0,1971.24,219.03,9,Skincare,0.11,21,20
