Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months,Spending_To_Income_Ratio,Monthly_Spend_Velocity,Discount_Sensitivity,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Sum,RFM_Segment,Predicted_CLV_3Yr,CLV_Tier,Cluster,Customer_Persona
LUM-1924,49,Male,London,71900.0,2898.76,170.52,17,Skincare,0.21,6,24,0.0403,120.78,Moderate,5,2,2,522,9,Potential Loyalists,2317.53,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1925,19,Male,Tokyo,69200.0,3017.38,232.11,13,Bath & Body,0.47,15,8,0.0436,377.17,High,4,1,2,412,7,Potential Loyalists,7237.14,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1926,29,Female,Paris,121200.0,5118.97,106.65,48,Skincare,0.19,45,45,0.0422,113.75,Low,2,5,5,255,12,Loyal Customers,2182.63,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1927,40,Male,Milan,35300.0,1675.5,111.7,15,Fragrance,0.57,116,36,0.0475,46.54,High,1,2,1,121,4,At Risk,893.01,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1928,53,Female,Tokyo,113800.0,4390.34,151.39,29,Haircare,0.05,5,33,0.0386,133.04,Low,5,4,4,544,13,Champions,2552.77,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1929,35,Male,Paris,86600.0,2964.09,102.21,29,Fragrance,0.2,9,57,0.0342,52.0,Moderate,4,4,2,442,10,Potential Loyalists,997.78,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1930,29,Female,Paris,101300.0,3961.78,180.08,22,Skincare,0.64,8,14,0.0391,282.98,High,4,3,4,434,11,Loyal Customers,5429.82,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1931,56,Male,Dubai,100600.0,3499.11,145.8,24,Bath & Body,0.2,1,14,0.0348,249.94,Moderate,5,4,3,543,12,Loyal Customers,4795.85,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1932,20,Female,Paris,63000.0,2670.7,127.18,21,Bath & Body,0.52,32,18,0.0424,148.37,High,2,3,2,232,7,At Risk,2846.92,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1933,18,Male,Milan,121800.0,5059.44,109.99,46,Haircare,0.06,38,27,0.0415,187.39,Low,2,5,5,255,12,Loyal Customers,3595.64,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1934,40,Male,Paris,65700.0,2163.61,135.23,16,Fragrance,0.22,32,24,0.0329,90.15,Moderate,2,2,1,221,5,At Risk,1729.8,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1935,30,Female,New York,99300.0,4345.76,181.07,24,Makeup,0.45,2,29,0.0438,149.85,High,5,4,4,544,13,Champions,2875.32,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1936,24,Female,Tokyo,128300.0,4891.43,181.16,27,Fragrance,0.25,2,26,0.0381,188.13,Moderate,5,4,5,545,14,Champions,3609.84,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1937,43,Non-Binary,New York,133300.0,5157.35,107.44,48,Skincare,0.2,8,14,0.0387,368.38,Moderate,4,5,5,455,14,Champions,7068.48,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1938,38,Female,Milan,75700.0,2998.77,99.96,30,Makeup,0.41,12,55,0.0396,54.52,High,4,4,2,442,10,Potential Loyalists,1046.13,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1939,29,Male,Paris,101200.0,3528.03,84.0,42,Bath & Body,0.17,54,20,0.0349,176.4,Low,2,5,3,253,10,Loyal Customers,3384.76,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1940,21,Female,Los Angeles,72400.0,2799.1,82.33,34,Haircare,0.17,6,47,0.0387,59.56,Low,5,5,2,552,12,Potential Loyalists,1142.84,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1941,45,Female,Milan,172600.0,6795.741250000001,231.3,31,Haircare,0.2,1,49,0.0394,138.69,Moderate,5,4,5,545,14,Champions,2661.18,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1942,43,Female,Dubai,112300.0,4101.69,87.27,47,Bath & Body,0.07,17,18,0.0365,227.87,Low,4,5,4,454,13,Champions,4372.37,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1943,34,Female,New York,87900.0,3099.94,206.66,15,Skincare,0.16,18,6,0.0353,516.66,Low,4,2,2,422,8,Potential Loyalists,9913.67,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1944,56,Male,New York,95900.0,3898.89,229.35,17,Bath & Body,0.22,20,14,0.0407,278.49,Moderate,3,2,4,324,9,Potential Loyalists,5343.67,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1945,24,Female,London,99200.0,3946.27,96.25,41,Skincare,0.28,61,51,0.0398,77.38,Moderate,1,5,4,154,10,Loyal Customers,1484.77,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1946,19,Female,Paris,100300.0,3913.5,156.54,25,Makeup,0.3,3,35,0.039,111.81,Moderate,5,4,4,544,13,Champions,2145.41,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1947,28,Female,Dubai,76600.0,3185.33,245.03,13,Bath & Body,0.17,42,24,0.0416,132.72,Low,2,1,3,213,6,Lost Customers,2546.63,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1948,35,Female,Los Angeles,71200.0,3185.26,227.52,14,Skincare,0.16,14,20,0.0447,159.26,Low,4,2,3,423,9,Potential Loyalists,3055.88,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1949,38,Male,New York,79700.0,3113.35,163.86,19,Makeup,0.4,12,56,0.0391,55.6,High,4,3,2,432,9,Potential Loyalists,1066.85,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1950,33,Non-Binary,New York,45100.0,2136.82,213.68,10,Bath & Body,0.25,94,50,0.0474,42.74,Moderate,1,1,1,111,3,Lost Customers,820.1,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1951,39,Female,Dubai,110100.0,4660.66,221.94,21,Haircare,0.13,9,35,0.0423,133.16,Low,4,3,5,435,12,Loyal Customers,2555.07,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1952,22,Male,Milan,56900.0,2192.91,137.06,16,Bath & Body,0.14,36,29,0.0385,75.62,Low,2,2,1,221,5,At Risk,1451.0,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1953,51,Male,Milan,47900.0,1479.85,246.64,6,Fragrance,0.56,11,44,0.0309,33.63,High,4,1,1,411,6,Lost Customers,645.29,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1954,35,Female,Paris,84500.0,3658.74,159.08,23,Bath & Body,0.26,24,21,0.0433,174.23,Moderate,3,3,3,333,9,Loyal Customers,3343.13,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1955,48,Non-Binary,London,80400.0,4064.89,169.37,24,Fragrance,0.05,54,50,0.0506,81.3,Low,2,4,4,244,10,Loyal Customers,1559.98,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1956,39,Female,New York,93700.0,3777.29,251.82,15,Makeup,0.15,74,16,0.0403,236.08,Low,1,2,3,123,6,At Risk,4529.9,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1957,41,Female,London,65100.0,2839.08,218.39,13,Bath & Body,0.31,63,27,0.0436,105.15,Moderate,1,1,2,112,4,Lost Customers,2017.62,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1958,42,Male,Milan,71300.0,2906.76,138.42,21,Makeup,0.24,30,36,0.0408,80.74,Moderate,3,3,2,332,8,Potential Loyalists,1549.24,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1959,40,Female,Milan,109200.0,4798.42,99.97,48,Makeup,0.22,10,26,0.0439,184.55,Moderate,4,5,5,455,14,Champions,3541.15,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1960,43,Male,Tokyo,107100.0,4225.17,183.7,23,Skincare,0.64,37,40,0.0395,105.63,High,2,3,4,234,9,Loyal Customers,2026.83,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1961,50,Male,Los Angeles,105600.0,4140.03,197.14,21,Makeup,0.53,43,56,0.0392,73.93,High,2,3,4,234,9,Loyal Customers,1418.57,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1962,38,Female,Paris,86200.0,3790.26,189.51,20,Makeup,0.48,1,25,0.044,151.61,High,5,3,3,533,11,Loyal Customers,2909.09,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1963,43,Male,Tokyo,90900.0,3536.22,252.59,14,Bath & Body,0.27,20,7,0.0389,505.17,Moderate,3,2,3,323,8,Potential Loyalists,9693.2,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1964,35,Female,Los Angeles,93100.0,3373.09,224.87,15,Bath & Body,0.23,64,46,0.0362,73.33,Moderate,1,2,3,123,6,At Risk,1407.06,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1965,51,Female,Tokyo,62000.0,2934.69,154.46,19,Haircare,0.06,23,38,0.0473,77.23,Low,3,3,2,332,8,Potential Loyalists,1481.89,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1966,28,Female,Tokyo,136600.0,5103.54,106.32,48,Skincare,0.01,13,56,0.0374,91.13,Low,4,5,5,455,14,Champions,1748.6,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1967,55,Male,Paris,131600.0,4813.36,160.45,30,Makeup,0.17,71,26,0.0366,185.13,Low,1,4,5,145,10,Loyal Customers,3552.27,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1968,35,Female,Paris,112800.0,5078.01,195.31,26,Skincare,0.37,5,38,0.045,133.63,High,5,4,5,545,14,Champions,2564.09,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1969,20,Female,Dubai,70100.0,2899.92,181.24,16,Fragrance,0.22,8,7,0.0414,414.27,Moderate,4,2,2,422,8,Potential Loyalists,7949.01,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1970,37,Female,London,103900.0,4284.77,171.39,25,Makeup,0.15,40,41,0.0412,104.51,Low,2,4,4,244,10,Loyal Customers,2005.34,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1971,28,Male,London,119200.0,4680.86,161.41,29,Skincare,0.54,15,8,0.0393,585.11,High,4,4,5,445,13,Champions,11227.09,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1972,45,Female,Dubai,42200.0,1711.1,131.62,13,Haircare,0.25,43,47,0.0405,36.41,Moderate,2,1,1,211,4,Lost Customers,698.64,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1973,28,Female,Dubai,144300.0,5757.33,127.94,45,Haircare,0.41,6,38,0.0399,151.51,High,5,5,5,555,15,Champions,2907.17,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1974,31,Female,Milan,24100.0,1437.87,159.76,9,Makeup,0.09,10,47,0.0597,30.59,Low,4,1,1,411,6,Lost Customers,586.96,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1975,18,Female,Los Angeles,109700.0,4141.69,106.2,39,Fragrance,0.08,5,6,0.0378,690.28,Low,5,5,4,554,14,Champions,13245.09,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1976,31,Male,Tokyo,135900.0,5386.46,138.11,39,Haircare,0.19,106,12,0.0396,448.87,Low,1,5,5,155,11,Loyal Customers,8612.92,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1977,18,Female,Dubai,81000.0,3180.71,132.53,24,Haircare,0.36,18,54,0.0393,58.9,High,4,4,3,443,11,Loyal Customers,1130.17,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1978,18,Female,New York,79700.0,2958.15,184.88,16,Fragrance,0.21,14,3,0.0371,986.05,Moderate,4,2,2,422,8,Potential Loyalists,18920.33,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1979,44,Non-Binary,London,108400.0,3932.3,91.45,43,Skincare,0.31,1,23,0.0363,170.97,Moderate,5,5,4,554,14,Champions,3280.57,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1980,44,Female,Dubai,149800.0,5824.02,224.0,26,Haircare,0.5,5,42,0.0389,138.67,High,5,4,5,545,14,Champions,2660.8,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1981,40,Non-Binary,New York,75200.0,3017.18,177.48,17,Bath & Body,0.27,19,41,0.0401,73.59,Moderate,3,2,2,322,7,Potential Loyalists,1412.04,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1982,25,Female,New York,57700.0,2970.01,198.0,15,Haircare,0.62,2,39,0.0515,76.15,High,5,2,2,522,9,Potential Loyalists,1461.17,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1983,35,Male,New York,70200.0,2944.11,196.27,15,Skincare,0.12,25,5,0.0419,588.82,Low,3,2,2,322,7,Potential Loyalists,11298.28,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1984,35,Female,Milan,30700.0,1338.94,133.89,10,Skincare,0.14,21,49,0.0436,27.33,Low,3,1,1,311,5,Need Attention,524.41,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1985,23,Female,Milan,116400.0,4621.35,159.36,29,Makeup,0.3,51,33,0.0397,140.04,Moderate,2,4,5,245,11,Loyal Customers,2687.09,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1986,52,Male,New York,67000.0,2456.72,245.67,10,Bath & Body,0.47,37,29,0.0367,84.71,High,2,1,2,212,5,Lost Customers,1625.42,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1987,45,Male,Los Angeles,77700.0,3194.26,212.95,15,Skincare,0.54,20,19,0.0411,168.12,High,3,2,3,323,8,Potential Loyalists,3225.89,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1988,33,Male,Milan,116800.0,4683.75,246.51,19,Fragrance,0.17,8,25,0.0401,187.35,Low,4,3,5,435,12,Loyal Customers,3594.87,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1989,36,Female,Tokyo,71800.0,3071.7,204.78,15,Bath & Body,0.49,45,15,0.0428,204.78,High,2,2,2,222,6,At Risk,3929.32,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1990,38,Male,New York,111600.0,4796.84,109.02,44,Bath & Body,0.13,43,49,0.043,97.89,Low,2,5,5,255,12,Loyal Customers,1878.31,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1991,18,Male,Tokyo,48700.0,2983.76,90.42,33,Fragrance,0.61,5,29,0.0613,102.89,High,5,5,2,552,12,Potential Loyalists,1974.25,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1992,33,Female,Tokyo,118600.0,4852.42,179.72,27,Haircare,0.08,86,53,0.0409,91.56,Low,1,4,5,145,10,Loyal Customers,1756.85,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1993,28,Male,New York,97000.0,4248.64,141.62,30,Fragrance,0.53,2,22,0.0438,193.12,High,5,4,4,544,13,Champions,3705.59,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1994,24,Male,London,81900.0,4129.54,125.14,33,Fragrance,0.23,1,48,0.0504,86.03,Moderate,5,5,4,554,14,Champions,1650.74,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1995,32,Female,Los Angeles,89600.0,3334.13,222.28,15,Haircare,0.41,7,55,0.0372,60.62,High,5,2,3,523,10,Potential Loyalists,1163.18,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1996,55,Female,New York,40000.0,1939.19,138.51,14,Haircare,0.06,84,15,0.0485,129.28,Low,1,2,1,121,4,At Risk,2480.62,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1997,43,Female,New York,88800.0,3464.6,133.25,26,Haircare,0.23,25,46,0.039,75.32,Moderate,3,4,3,343,10,Loyal Customers,1445.24,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1998,29,Female,Milan,80000.0,3552.8,222.05,16,Haircare,0.36,54,26,0.0444,136.65,High,2,2,3,223,7,At Risk,2622.04,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1999,42,Female,New York,40900.0,2012.99,223.67,9,Haircare,0.4,9,57,0.0492,35.32,High,4,1,1,411,6,Lost Customers,677.72,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2000,51,Female,London,61500.0,2406.97,141.59,17,Fragrance,0.14,23,43,0.0391,55.98,Low,3,2,1,321,6,Need Attention,1074.14,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2001,46,Female,Milan,80500.0,3320.78,221.39,15,Makeup,0.11,15,5,0.0413,664.16,Low,4,2,3,423,9,Potential Loyalists,12743.9,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2002,36,Female,Paris,63700.0,3043.58,217.4,14,Makeup,0.09,61,45,0.0478,67.64,Low,1,2,2,122,5,At Risk,1297.88,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2003,28,Female,Paris,22000.0,878.88,146.48,6,Skincare,0.09,1,12,0.0399,73.24,Low,5,1,1,511,7,Lost Customers,1405.33,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2004,43,Male,Tokyo,122700.0,4555.3,94.9,48,Makeup,0.05,9,3,0.0371,1518.43,Low,4,5,5,455,14,Champions,29135.63,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-2005,40,Male,Los Angeles,80000.0,3015.82,79.36,38,Makeup,0.35,5,51,0.0377,59.13,High,5,5,2,552,12,Potential Loyalists,1134.59,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2006,45,Female,Tokyo,22000.0,1367.92,170.99,8,Fragrance,0.28,68,15,0.0622,91.19,Moderate,1,1,1,111,3,Lost Customers,1749.75,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2007,42,Non-Binary,London,159700.0,6461.65,137.48,47,Haircare,0.22,22,16,0.0405,403.85,Moderate,3,5,5,355,13,Loyal Customers,7749.07,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-2008,47,Female,Dubai,128400.0,4391.08,243.95,18,Haircare,0.1,18,35,0.0342,125.46,Low,4,2,4,424,10,Potential Loyalists,2407.33,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2009,30,Female,Los Angeles,72800.0,3076.32,205.09,15,Fragrance,0.49,20,4,0.0423,769.08,High,3,2,2,322,7,Potential Loyalists,14757.11,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-2010,50,Female,Paris,55500.0,2165.23,216.52,10,Makeup,0.25,125,4,0.039,541.31,Moderate,1,1,1,111,3,Lost Customers,10386.66,Platinum Tier 💎,2,Budget Conscious 💄
LUM-2011,38,Female,Tokyo,99100.0,4270.12,237.23,18,Fragrance,0.34,66,41,0.0431,104.15,Moderate,1,2,4,124,7,At Risk,1998.43,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2012,58,Male,Paris,92100.0,3652.41,228.28,16,Skincare,0.26,42,43,0.0397,84.94,Moderate,2,2,3,223,7,At Risk,1629.83,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2013,28,Female,London,104000.0,4179.2,134.81,31,Haircare,0.31,12,58,0.0402,72.06,Moderate,4,4,4,444,12,Champions,1382.69,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2014,55,Female,London,55600.0,2445.6,106.33,23,Bath & Body,0.15,6,33,0.044,74.11,Low,5,3,2,532,10,Potential Loyalists,1422.02,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2015,38,Female,Dubai,123400.0,5156.27,206.25,25,Skincare,0.22,89,6,0.0418,859.38,Moderate,1,4,5,145,10,Loyal Customers,16489.78,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2016,28,Female,Dubai,68400.0,3508.59,146.19,24,Skincare,0.39,19,36,0.0513,97.46,High,3,4,3,343,10,Loyal Customers,1870.06,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2017,30,Female,Milan,108800.0,3967.6,158.7,25,Fragrance,0.23,11,21,0.0365,188.93,Moderate,4,4,4,444,12,Champions,3625.19,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-2018,32,Female,Los Angeles,57100.0,2212.73,184.39,12,Makeup,0.29,22,39,0.0388,56.74,Moderate,3,1,1,311,5,Need Attention,1088.73,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2019,40,Female,London,177700.0,6795.741250000001,235.03,29,Haircare,0.28,87,11,0.0382,617.79,Moderate,1,4,5,145,10,Loyal Customers,11854.15,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2020,41,Male,Tokyo,109300.0,4080.58,151.13,27,Bath & Body,0.08,17,26,0.0373,156.95,Low,4,4,4,444,12,Champions,3011.56,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2021,29,Male,Paris,178362.5,6795.741250000001,214.31,34,Skincare,0.14,28,15,0.0381,453.05,Low,3,5,5,355,13,Loyal Customers,8693.12,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2022,35,Female,New York,114000.0,4818.24,126.8,38,Bath & Body,0.31,56,46,0.0423,104.74,Moderate,1,5,5,155,11,Loyal Customers,2009.75,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2023,59,Male,Dubai,65300.0,2621.53,201.66,13,Makeup,0.03,19,32,0.0401,81.92,Low,3,1,2,312,6,Potential Loyalists,1571.88,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2024,55,Female,New York,114000.0,4260.94,88.77,48,Makeup,0.39,9,21,0.0374,202.9,High,4,5,4,454,13,Champions,3893.25,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-2025,40,Female,Tokyo,116500.0,4495.07,224.75,20,Bath & Body,0.45,180,43,0.0386,104.54,High,1,3,4,134,8,Loyal Customers,2005.91,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2026,36,Female,Dubai,98100.0,3964.71,84.36,47,Haircare,0.63,109,12,0.0404,330.39,High,1,5,4,154,10,Loyal Customers,6339.52,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-2027,37,Female,New York,107100.0,4342.95,197.41,22,Makeup,0.47,64,53,0.0406,81.94,High,1,3,4,134,8,Loyal Customers,1572.26,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2028,42,Non-Binary,Los Angeles,111700.0,3733.65,88.9,42,Bath & Body,0.02,40,44,0.0334,84.86,Low,2,5,3,253,10,Loyal Customers,1628.29,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2029,24,Female,Tokyo,50200.0,1966.76,122.92,16,Skincare,0.23,12,46,0.0392,42.76,Moderate,4,2,1,421,7,Lost Customers,820.48,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2030,33,Female,Paris,47700.0,2048.27,170.69,12,Bath & Body,0.28,85,16,0.0429,128.02,Moderate,1,1,1,111,3,Lost Customers,2456.45,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2031,18,Female,Los Angeles,57200.0,2262.9,150.86,15,Bath & Body,0.33,11,42,0.0396,53.88,Moderate,4,2,1,421,7,Lost Customers,1033.85,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2032,40,Female,Tokyo,89500.0,2773.09,110.92,25,Fragrance,0.11,56,50,0.031,55.46,Low,1,4,2,142,7,At Risk,1064.17,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2033,43,Male,Milan,77200.0,2635.49,138.71,19,Makeup,0.34,87,51,0.0341,51.68,Moderate,1,3,2,132,6,At Risk,991.64,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-2034,30,Female,Dubai,50900.0,1889.89,209.99,9,Haircare,0.07,32,22,0.0371,85.9,Low,2,1,1,211,4,Lost Customers,1648.25,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2035,53,Female,London,112100.0,4388.91,190.82,23,Haircare,0.25,56,6,0.0392,731.48,Moderate,1,3,4,134,8,Loyal Customers,14035.64,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2036,22,Female,Paris,94900.0,3690.64,92.27,40,Fragrance,0.05,54,40,0.0389,92.27,Low,2,5,3,253,10,Loyal Customers,1770.48,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2037,19,Female,Los Angeles,90900.0,3492.03,205.41,17,Haircare,0.23,7,46,0.0384,75.91,Moderate,5,2,3,523,10,Potential Loyalists,1456.56,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2038,38,Female,Los Angeles,76000.0,3398.95,89.45,38,Bath & Body,0.15,38,52,0.0447,65.36,Low,2,5,3,253,10,Loyal Customers,1254.13,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-2039,47,Female,New York,71800.0,3251.84,171.15,19,Fragrance,0.16,3,41,0.0453,79.31,Low,5,3,3,533,11,Loyal Customers,1521.8,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2040,54,Female,Dubai,55600.0,2490.98,124.55,20,Skincare,0.32,24,7,0.0448,355.85,Moderate,3,3,2,332,8,Potential Loyalists,6828.05,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-2041,30,Female,London,117700.0,4655.54,179.06,26,Makeup,0.62,6,44,0.0396,105.81,High,5,4,5,545,14,Champions,2030.28,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-2042,47,Male,Tokyo,60400.0,2357.0,124.05,19,Makeup,0.27,18,34,0.039,69.32,Moderate,4,3,1,431,8,Lost Customers,1330.11,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-2043,35,Male,London,92300.0,3509.4,250.67,14,Makeup,0.06,62,8,0.038,438.68,Low,1,2,3,123,6,At Risk,8417.39,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-2044,34,Female,Dubai,143200.0,4999.71,131.57,38,Bath & Body,0.23,152,16,0.0349,312.48,Moderate,1,5,5,155,11,Loyal Customers,5995.87,Gold Tier 🥇,2,Budget Conscious 💄
LUM-2045,45,Female,Dubai,73400.0,2993.77,119.75,25,Skincare,0.19,13,8,0.0408,374.22,Low,4,4,2,442,10,Potential Loyalists,7180.53,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-2046,43,Female,Milan,118600.0,4886.72,128.6,38,Fragrance,0.15,26,16,0.0412,305.42,Low,3,5,5,355,13,Loyal Customers,5860.4,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-2047,18,Male,Milan,104900.0,4577.8,228.89,20,Fragrance,0.17,25,14,0.0436,326.99,Low,3,3,5,335,11,Loyal Customers,6274.28,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-2048,52,Female,London,95900.0,3783.07,189.15,20,Makeup,0.15,108,29,0.0394,130.45,Low,1,3,3,133,7,Loyal Customers,2503.07,Bronze Tier 🥉,2,Budget Conscious 💄
